time,seconds_elapsed,y,z,x
1711910057011923500,0.31492333984375,0,0,0
1711910057021994200,0.324994140625,0.10118579864501953,0.08360147476196289,-0.031999021768569946
1711910057032095500,0.335095458984375,0.19357728958129883,0.0809178352355957,-0.022058486938476562
1711910057042196700,0.34519677734375,0.3371548652648926,0.1386394500732422,0.054739564657211304
1711910057052328700,0.35532861328125,0.28087568283081055,0.16297006607055664,0.07829859852790833
1711910057062460400,0.36546044921875,0.16649627685546875,0.18607139587402344,0.09198784828186035
1711910057072592400,0.37559228515625,0.21738338470458984,0.33451366424560547,-0.03522267937660217
1711910057082693600,0.385693603515625,0.13593673706054688,0.41890716552734375,-0.09689167141914368
1711910057092825600,0.39582568359375,-0.08649349212646484,0.3282814025878906,-0.13956597447395325
1711910057102926800,0.4059267578125,-0.23876380920410156,0.24586200714111328,-0.22614336013793945
1711910057113089300,0.41608935546875,-0.2990145683288574,0.12398910522460938,-0.35636037588119507
1711910057123221000,0.426220947265625,-0.24264287948608398,0.020355224609375,-0.40682995319366455
1711910057133322200,0.436322265625,-0.09098339080810547,0.1829853057861328,-0.2536349892616272
1711910057143454200,0.4464541015625,-0.03469991683959961,0.24409961700439453,-0.12780338525772095
1711910057153586000,0.4565859375,-0.03472900390625,-0.10735225677490234,-0.24368292093276978
1711910057163687400,0.4666875,0.04334831237792969,-0.5469818115234375,-0.4882650375366211
1711910057173819100,0.476819091796875,0.043426513671875,-0.8530960083007812,-0.630172610282898
1711910057183951000,0.486951171875,-0.007098197937011719,-0.5290851593017578,-0.5957330465316772
1711910057194082800,0.497082763671875,-0.19820308685302734,0.1755828857421875,-0.5006352663040161
1711910057204184000,0.50718408203125,-0.573237419128418,0.6446456909179688,-0.49913913011550903
1711910057214316000,0.51731591796875,-0.8269062042236328,0.7247152328491211,-0.489052414894104
1711910057224417300,0.527417236328125,-0.9415054321289062,0.4829559326171875,-0.41535186767578125
1711910057234549200,0.53754931640625,-0.9600262641906738,0.4468574523925781,-0.2604137659072876
1711910057244681000,0.547680908203125,-1.0199408531188965,0.8787641525268555,-0.0748143196105957
1711910057254782200,0.5577822265625,-1.1999320983886719,1.2504119873046875,-0.07507538795471191
1711910057264914200,0.5679140625,-1.478452205657959,1.255838394165039,-0.30338990688323975
1711910057275046000,0.5780458984375,-1.6824021339416504,0.9084625244140625,-0.5561536550521851
1711910057285147400,0.5881474609375,-1.716165542602539,0.5702762603759766,-0.8349766731262207
1711910057295279000,0.598279052734375,-1.6548590660095215,0.1787128448486328,-0.8867521286010742
1711910057305411000,0.6084111328125,-1.5475401878356934,-0.2831125259399414,-0.7455424070358276
1711910057315512300,0.61851220703125,-1.1311869621276855,-0.5646114349365234,-0.1263514757156372
1711910057325644000,0.62864404296875,-0.8868675231933594,-0.8344850540161133,-0.10127735137939453
1711910057335776000,0.63877587890625,-1.0174598693847656,-1.3923254013061523,-0.34334099292755127
1711910057345907700,0.64890771484375,-0.8617234230041504,-1.561574935913086,-0.24716055393218994
1711910057356039700,0.659039794921875,-0.4586448669433594,-1.2945213317871094,-0.11603355407714844
1711910057366141000,0.669140869140625,-0.19968271255493164,-0.8810758590698242,-0.22141945362091064
1711910057376273000,0.67927294921875,-0.2883939743041992,-0.6040706634521484,-0.3771289587020874
1711910057386404600,0.689404541015625,-0.4915914535522461,-0.4281015396118164,-0.23058557510375977
1711910057396505900,0.699505859375,-0.5626258850097656,-0.3583822250366211,0.08323264122009277
1711910057406637800,0.709637939453125,-0.5785231590270996,-0.29408836364746094,0.23519015312194824
1711910057416739000,0.719739013671875,-0.6284117698669434,0.1119232177734375,0.21102583408355713
1711910057426871000,0.72987109375,-0.592188835144043,0.5971765518188477,0.22245252132415771
1711910057437002800,0.740002685546875,-0.4813084602355957,0.5973138809204102,0.2081354856491089
1711910057447104000,0.75010400390625,-0.6011795997619629,0.7876453399658203,0.11104559898376465
1711910057457236000,0.760236083984375,-0.823847770690918,0.6366996765136719,0.024088501930236816
1711910057467367700,0.77036767578125,-0.8690943717956543,0.5436115264892578,0.06985485553741455
1711910057477469200,0.78046923828125,-0.8815340995788574,0.46061038970947266,0.2816368341445923
1711910057487601000,0.790600830078125,-0.7734165191650391,0.275970458984375,0.44334280490875244
1711910057497732900,0.80073291015625,-0.6957821846008301,0.011893272399902344,0.8284580707550049
1711910057507864600,0.810864501953125,-0.5693058967590332,-0.19210529327392578,1.4433364868164062
1711910057517965800,0.8209658203125,-0.4960923194885254,-0.16538715362548828,1.8778504133224487
1711910057528097800,0.831097900390625,-0.5441265106201172,-0.28569602966308594,2.1204023361206055
1711910057538229500,0.8412294921875,-0.5358195304870605,-0.31221771240234375,2.2883543968200684
1711910057548361500,0.851361572265625,-0.30077123641967773,-0.08892250061035156,2.4525701999664307
1711910057558462700,0.861462646484375,-0.06470537185668945,0.30088138580322266,2.4483642578125
1711910057568594400,0.871594482421875,-0.1838822364807129,0.6262750625610352,2.0486087799072266
1711910057578726400,0.881726318359375,-0.5370831489562988,0.7493915557861328,1.410009741783142
1711910057588827600,0.89182763671875,-0.8868279457092285,0.7141847610473633,1.028306484222412
1711910057598959600,0.901959716796875,-1.1643052101135254,0.513524055480957,0.8283940553665161
1711910057609091300,0.91209130859375,-1.3555912971496582,-0.04041576385498047,0.43268775939941406
1711910057619192600,0.922192626953125,-0.8957805633544922,-0.2909889221191406,0.2064548134803772
1711910057629294000,0.932294189453125,0.15317821502685547,-0.16346168518066406,1.0726573467254639
1711910057639425800,0.94242578125,0.38683509826660156,-0.015291213989257812,1.7783918380737305
